Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Source Code,ShopAssistant,CreateSalesInvoicePage,main,4,1,1,93,0,,
Source Code,ShopAssistant,DailyIncomeCostPage,DailyIncomeCostPage,6,1,0,36,0,ShopAssistant.DailyIncomeCostPage,ShopAssistant.DailyIncomeCostPage
Source Code,ShopAssistant,DailyIncomeCostPage,setPageButton,5,1,0,47,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,ShopAssistant,DailyIncomeCostPage,setMainPanel,16,1,0,57,0,,
Source Code,ShopAssistant,DailyIncomeCostPage,setInputPanel,47,1,0,84,0,ShopAssistant.DailyIncomeCostPage,ShopAssistant.DailyIncomeCostPage
Source Code,ShopAssistant,DailyIncomeCostPage,setManualDate,33,6,0,150,0,,
Source Code,ShopAssistant,DailyIncomeCostPage,setIncomeCostInformation,65,10,2,200,0,,
Source Code,ShopAssistant,DailyIncomeCostPage,setDailyIncomeCostFeatures,33,4,0,295,0,ShopAssistant.DailyIncomeCostPage,ShopAssistant.DailyIncomeCostPage
Source Code,ShopAssistant,DailyIncomeCostPage,actionPerformed,13,3,1,302,0,ShopAssistant.DailyIncomeCostPage,ShopAssistant.DailyIncomeCostPage
Source Code,ShopAssistant,DailyIncomeCostPage,actionPerformed,12,2,1,323,0,,
Source Code,ShopAssistant,DailyIncomeCostPage,main,4,1,1,343,0,,
Source Code,ShopAssistant,DueCheckPage,DueCheckPage,6,1,0,37,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,setPageButton,5,1,0,48,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,ShopAssistant,DueCheckPage,setMainPanel,16,1,0,58,0,,
Source Code,ShopAssistant,DueCheckPage,setOutputPanel,71,1,0,86,0,Templates.FrameSetup,Templates.FrameSetup; ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,setCustomerDue,19,3,0,193,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,setCompanyDue,19,3,0,224,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,checkDue,43,7,2,257,0,,
Source Code,ShopAssistant,DueCheckPage,checkMoneyDigit,4,2,1,329,0,,
Source Code,ShopAssistant,DueCheckPage,refresh,5,1,0,344,0,,
Source Code,ShopAssistant,DueCheckPage,setDueCheckFeatures,104,9,0,352,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,actionPerformed,11,2,1,359,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,keyTyped,2,1,1,377,0,,
Source Code,ShopAssistant,DueCheckPage,keyPressed,6,2,1,380,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,keyReleased,2,1,1,389,0,,
Source Code,ShopAssistant,DueCheckPage,actionPerformed,11,2,1,399,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,keyTyped,2,1,1,417,0,,
Source Code,ShopAssistant,DueCheckPage,keyPressed,6,2,1,420,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,keyReleased,2,1,1,429,0,,
Source Code,ShopAssistant,DueCheckPage,actionPerformed,21,3,1,437,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,actionPerformed,21,3,1,471,0,ShopAssistant.DueCheckPage,ShopAssistant.DueCheckPage
Source Code,ShopAssistant,DueCheckPage,main,4,1,1,506,0,,
Source Code,ShopAssistant,HomePage,HomePage,6,1,0,34,0,ShopAssistant.HomePage,ShopAssistant.HomePage
Source Code,ShopAssistant,HomePage,setPageButton,5,1,0,45,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,ShopAssistant,HomePage,setMainPanel,16,1,0,55,0,,
Source Code,ShopAssistant,HomePage,setSearchPanel,28,1,0,82,0,,
Source Code,ShopAssistant,HomePage,setHTMLText,81,13,1,121,0,,
Source Code,ShopAssistant,HomePage,setSeachFeatures,32,2,0,246,0,ShopAssistant.HomePage,ShopAssistant.HomePage
Source Code,ShopAssistant,HomePage,actionPerformed,11,2,1,253,0,ShopAssistant.HomePage,ShopAssistant.HomePage
Source Code,ShopAssistant,HomePage,actionPerformed,3,1,1,272,0,,
Source Code,ShopAssistant,HomePage,actionPerformed,7,1,1,281,0,,
Source Code,ShopAssistant,HomePage,main,4,1,1,293,0,,
Source Code,ShopAssistant,LoginPage,LoginPage,4,1,0,25,0,ShopAssistant.LoginPage,ShopAssistant.LoginPage
Source Code,ShopAssistant,LoginPage,setComponetPanel,38,1,0,34,0,,
Source Code,ShopAssistant,LoginPage,setLoginFeatures,15,2,0,86,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,ShopAssistant,LoginPage,actionPerformed,10,2,1,93,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,ShopAssistant,SettingsPage,SettingsPage,6,1,0,39,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,setPageButton,5,1,0,50,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,ShopAssistant,SettingsPage,setMainPanel,18,1,0,60,0,,
Source Code,ShopAssistant,SettingsPage,setCenterPanel,4,1,0,89,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,setPasswordChangeAddNewStaffPanel,67,1,0,98,0,,
Source Code,ShopAssistant,SettingsPage,setAddNewModelRemoveMemberPanel,66,1,0,182,0,Templates.FrameSetup,Templates.FrameSetup; ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,setSettingsPageFeatures,190,21,0,265,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage; Templates.FrameSetup
Source Code,ShopAssistant,SettingsPage,mouseClicked,10,2,1,272,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,mouseClicked,10,2,1,289,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,mouseClicked,10,2,1,306,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,mouseClicked,10,2,1,323,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,actionPerformed,33,5,1,340,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,ShopAssistant,SettingsPage,actionPerformed,19,3,1,393,0,,
Source Code,ShopAssistant,SettingsPage,actionPerformed,43,7,1,422,0,,
Source Code,ShopAssistant,SettingsPage,actionPerformed,29,5,1,489,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,setMemberNames,16,3,0,533,0,,
Source Code,ShopAssistant,SettingsPage,setPasswordSectionVisible,8,1,1,558,0,,
Source Code,ShopAssistant,SettingsPage,setAddNewMemberSectionVisible,5,1,1,573,0,,
Source Code,ShopAssistant,SettingsPage,setAddNewModelSectionVisible,8,1,1,585,0,,
Source Code,ShopAssistant,SettingsPage,setRemoveMemberSectionVisible,7,1,1,600,0,ShopAssistant.SettingsPage,ShopAssistant.SettingsPage
Source Code,ShopAssistant,SettingsPage,main,4,1,1,614,0,,
Source Code,ShopAssistant,StaffAttendancePage,StaffAttendancePage,6,1,0,41,0,ShopAssistant.StaffAttendancePage,ShopAssistant.StaffAttendancePage
Source Code,ShopAssistant,StaffAttendancePage,setPageButton,5,1,0,52,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,ShopAssistant,StaffAttendancePage,setMainPanel,16,1,0,62,0,,
Source Code,ShopAssistant,StaffAttendancePage,setCenterPanel,4,1,0,88,0,ShopAssistant.StaffAttendancePage,ShopAssistant.StaffAttendancePage
Source Code,ShopAssistant,StaffAttendancePage,setintputPanel,48,1,0,97,0,Templates.FrameSetup,Templates.FrameSetup; ShopAssistant.StaffAttendancePage
Source Code,ShopAssistant,StaffAttendancePage,setOutputTextArea,7,1,0,160,0,,
Source Code,ShopAssistant,StaffAttendancePage,setStaffAttendanceFeatures,99,13,0,172,0,ShopAssistant.StaffAttendancePage,ShopAssistant.StaffAttendancePage; Templates.FrameSetup
Source Code,ShopAssistant,StaffAttendancePage,actionPerformed,34,5,1,179,0,ShopAssistant.StaffAttendancePage,ShopAssistant.StaffAttendancePage; Templates.FrameSetup
Source Code,ShopAssistant,StaffAttendancePage,actionPerformed,42,8,1,231,0,,
Source Code,ShopAssistant,StaffAttendancePage,actionPerformed,12,2,1,300,0,,
Source Code,ShopAssistant,StaffAttendancePage,isAttendanceGiven,17,3,2,319,0,,
Source Code,ShopAssistant,StaffAttendancePage,setMemberNames,16,3,0,350,0,,
Source Code,ShopAssistant,StaffAttendancePage,main,4,1,1,376,0,,
Source Code,ShopAssistant,StockCheckPage,StockCheckPage,6,1,0,32,0,ShopAssistant.StockCheckPage,ShopAssistant.StockCheckPage
Source Code,ShopAssistant,StockCheckPage,setPageButton,5,1,0,43,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,ShopAssistant,StockCheckPage,setMainPanel,16,1,0,53,0,,
Source Code,ShopAssistant,StockCheckPage,setOutputPanel,22,1,0,79,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,ShopAssistant,StockCheckPage,setStockCheckFeatures,37,6,0,110,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,ShopAssistant,StockCheckPage,actionPerformed,32,6,1,117,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,ShopAssistant,StockCheckPage,main,4,1,1,168,0,,
Source Code,Templates,DashBoardTemplate,DashBoardTemplate,6,1,0,40,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,Templates,DashBoardTemplate,setFrame,5,1,0,51,0,,
Source Code,Templates,DashBoardTemplate,setContainer,4,1,0,62,0,,
Source Code,Templates,DashBoardTemplate,setPanels,15,1,0,75,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,Templates,DashBoardTemplate,setHorizontalPanelComponents,13,2,0,98,0,,
Source Code,Templates,DashBoardTemplate,setVerticalPanelComponents,14,2,0,120,0,,
Source Code,Templates,DashBoardTemplate,setActionListeners,110,3,0,141,0,Templates.DashBoardTemplate,Templates.DashBoardTemplate
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,152,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,165,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,178,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,191,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,204,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,217,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,230,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,243,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,5,1,1,256,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,15,2,1,269,0,,
Source Code,Templates,DashBoardTemplate,actionPerformed,15,2,1,299,0,,
Source Code,Templates,DashBoardTemplate,getButton,16,5,1,325,0,,
Source Code,Templates,FrameSetup,FrameSetup,5,1,0,44,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,FrameSetup,setFrame,6,1,0,54,0,,
Source Code,Templates,FrameSetup,setContainer,4,1,0,65,0,,
Source Code,Templates,FrameSetup,setAppIcon,4,1,0,74,0,,
Source Code,Templates,FrameSetup,setDate,5,1,0,83,0,,
Source Code,Templates,FrameSetup,setProductTypes,21,3,0,96,0,,
Source Code,Templates,FrameSetup,isDigit,8,2,1,129,0,,
Source Code,Templates,FrameSetup,setReminder,3,1,0,146,0,,
Source Code,Templates,FrameSetup,getRemainingQuantity,24,4,2,154,0,,
Source Code,Templates,FrameSetup,getRemainingQuantityUsingDate,25,5,3,233,0,,
Source Code,Templates,FrameSetup,getTotalStock,5,1,3,277,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,FrameSetup,getPassword,13,1,0,293,0,,
Source Code,Templates,InvoiceGeneratorTemplate,InvoiceGeneratorTemplate,9,1,2,54,0,Templates.InvoiceGeneratorTemplate,Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,setFrame,5,1,0,71,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setContainer,4,1,0,81,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setPanels,24,1,0,91,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setButtons,26,3,0,125,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setInputPanel,73,2,2,161,0,Templates.InvoiceGeneratorTemplate,Templates.InvoiceGeneratorTemplate; Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,setOutputPanel,47,1,0,258,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setId,27,5,1,317,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setPayment,16,2,0,358,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setDue,15,2,0,379,0,,
Source Code,Templates,InvoiceGeneratorTemplate,getButton,16,5,1,399,0,,
Source Code,Templates,InvoiceGeneratorTemplate,checkAllFilledUp,8,2,0,429,0,,
Source Code,Templates,InvoiceGeneratorTemplate,addToCart,12,1,1,446,0,Templates.InvoiceGeneratorTemplate,Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,addHTMLbegintext,4,1,1,467,0,,
Source Code,Templates,InvoiceGeneratorTemplate,addHTMLmidtext,4,1,0,512,0,,
Source Code,Templates,InvoiceGeneratorTemplate,addHTMLendtext,4,1,1,527,0,,
Source Code,Templates,InvoiceGeneratorTemplate,setListeners,333,31,2,565,0,Templates.FrameSetup,Templates.FrameSetup; Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,keyTyped,2,1,1,575,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyPressed,2,1,1,577,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyReleased,24,5,1,579,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyTyped,2,1,1,616,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyPressed,2,1,1,618,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyReleased,24,5,1,620,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyTyped,2,1,1,657,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyPressed,2,1,1,659,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyReleased,11,3,1,661,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,26,5,1,683,0,,
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,3,1,1,722,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyTyped,2,1,1,731,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyPressed,2,1,1,733,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyReleased,19,4,1,735,0,Templates.InvoiceGeneratorTemplate,Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,keyTyped,2,1,1,768,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyPressed,2,1,1,770,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyReleased,21,3,1,772,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,keyTyped,2,1,1,801,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyPressed,2,1,1,803,0,,
Source Code,Templates,InvoiceGeneratorTemplate,keyReleased,9,2,1,805,0,Templates.FrameSetup,Templates.FrameSetup; Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,8,2,1,821,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,8,2,1,835,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,8,2,1,849,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,8,2,1,863,0,Templates.FrameSetup,Templates.FrameSetup
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,21,1,1,877,0,,
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,20,4,1,903,0,Templates.InvoiceGeneratorTemplate,Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,36,3,1,936,0,Templates.InvoiceGeneratorTemplate,Templates.InvoiceGeneratorTemplate
Source Code,Templates,InvoiceGeneratorTemplate,actionPerformed,12,2,1,985,0,,
Source Code,Templates,StartingTemplate,StartingTemplate,5,1,0,16,0,Templates.StartingTemplate,Templates.StartingTemplate
Source Code,Templates,StartingTemplate,setContainer,4,1,0,26,0,,
Source Code,Templates,StartingTemplate,setPanels,19,1,0,38,0,,
Source Code,Templates,StartingTemplate,setPicturePanel,4,1,0,68,0,,
